SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,10875 SW 112th Ave #316,Miami,FL,33176,215000,2,2.0,GARDENS OF KENDALL SO CON,983,,1981,1,219,331,Active,,,https://www.redfin.com/FL/Miami/10875-SW-112th-Ave-33176/unit-316/home/43154632,MARMLS,A11164429,N,Y,25.6667544,-80.3755664
MLS Listing,,Condo/Co-op,7034 SW 114th Pl Unit E51,Miami,FL,33173,369999,3,2.0,SNAPPER VILLAGE PH 2 SEC,1470,,1979,1,252,,Active,,,https://www.redfin.com/FL/Miami/7034-SW-114th-Pl-33173/unit-E51/home/43097200,MARMLS,A11164547,N,Y,25.7025698,-80.3783092
MLS Listing,,Condo/Co-op,7280 SW 90th St Unit E-303,Miami,FL,33156,341100,2,2.0,DOWNTOWN DADELAND CONDO N,983,,2008,1,347,755,Active,,,https://www.redfin.com/FL/Miami/7280-SW-90th-St-33156/unit-E303/home/45427243,MARMLS,A11164109,N,Y,25.6867585,-80.3125676
MLS Listing,,Condo/Co-op,10425 SW 112th Ave #301,Miami,FL,33176,200000,2,2.0,GARDENS OF KENDALL CONDO,983,,1978,1,203,414,Active,,,https://www.redfin.com/FL/Miami/10425-SW-112th-Ave-33176/unit-301/home/43158917,MARMLS,A11163557,N,Y,25.671311,-80.37508
MLS Listing,,Single Family Residential,8470 SW 100th St,Miami,FL,33156,2125000,5,4.0,GALLOWAY COVE ESTATES,3533,30056,1999,1,601,,Active,February-26-2022 11:00 AM,February-26-2022 02:00 PM,https://www.redfin.com/FL/Miami/8470-SW-100th-St-33156/home/43148575,MARMLS,A11163743,N,Y,25.6768832,-80.3329301
MLS Listing,,Condo/Co-op,7715 SW 86th St Unit A2-202,Miami,FL,33143,305000,3,2.0,KINGS CREEK SO CONDO,1200,,1969,1,254,529,Active,,,https://www.redfin.com/FL/Miami/7715-SW-86th-St-33143/unit-A2-202/home/43098183,MARMLS,A11163935,N,Y,25.6910922,-80.319333
PAST SALE,September-23-2003,Single Family Residential,,Miami,FL,33176,749000,5,3.5,,3716,39204,1973,1,202,,Pending,,,https://www.redfin.com/FL/Miami/Undisclosed-address-33176/home/43156035,MARMLS,A11163832,N,Y,25.6686332,-80.3520748
MLS Listing,,Single Family Residential,10185 SW 100th Ave,Miami,FL,33176,595000,4,3.0,KENDALE SOUTH SEC 1,2257,9350,1968,3,264,,Active,,,https://www.redfin.com/FL/Miami/10185-SW-100th-Ave-33176/home/43144849,MARMLS,A11163467,N,Y,25.6750346,-80.3557509
PAST SALE,October-17-2012,Townhouse,7732 SW 94th Ter,Miami,FL,33156,449000,3,3.0,VILLAS OF BARCELONA,1446,,1999,3,311,160,Pending,,,https://www.redfin.com/FL/Miami/7732-SW-94th-Ter-33156/home/43150095,MARMLS,A11159500,N,Y,25.6827056,-80.3201682
MLS Listing,,Single Family Residential,10465 SW 80th St,Miami,FL,33173,450000,2,2.5,SUNSET PARK LAKE VILLAS S,1716,2000,1972,4,262,205,Active,,,https://www.redfin.com/FL/Miami/10465-SW-80th-St-33173/home/43093547,MARMLS,A11162924,N,Y,25.6944136,-80.3623833
MLS Listing,,Single Family Residential,8441 SW 84th Ter,Miami,FL,33143,1100000,4,2.0,KENDALL POINT 2ND ADDN,2427,11000,1968,5,453,,Active,,,https://www.redfin.com/FL/Miami/8441-SW-84th-Ter-33143/home/43098707,MARMLS,A11161148,N,Y,25.6914228,-80.3309501
MLS Listing,,Single Family Residential,14750 SW 95th Ave,Miami,FL,33176,900000,4,2.0,MARIES PINE ESTATES,1973,17040,1971,5,456,,Active,,,https://www.redfin.com/FL/Miami/14750-SW-95th-Ave-33176/home/43164562,MARMLS,A11162479,N,Y,25.632689,-80.348195
PAST SALE,,Townhouse,11328 SW 114th Lane Cir #11328,Miami,FL,33176,359000,2,1.0,KILLIAN PINES TOWNHOUSES,1080,,1978,5,332,100,Pending,,,https://www.redfin.com/FL/Miami/11328-SW-114th-Lane-Cir-33176/unit-11328/home/178324681,MARMLS,A11162500,N,Y,25.6614887,-80.378647
MLS Listing,,Condo/Co-op,8475 SW 94th St Unit 128E,Miami,FL,33156,185000,1,1.0,GALLOWOOD CONDO,709,,1968,5,261,284,Active,,,https://www.redfin.com/FL/Miami/8475-SW-94th-St-33156/unit-128E/home/43371913,MARMLS,A11162329,N,Y,25.6831147,-80.3330171
MLS Listing,,Condo/Co-op,8945 SW 73rd Pl Unit TH114S,Miami,FL,33156,549000,2,2.5,TOSCANO CONDO,1572,,2007,6,349,,Active,,,https://www.redfin.com/FL/Miami/8945-SW-73rd-Pl-33156/unit-TH114S/home/43382277,MARMLS,A11162121,N,Y,25.6873398,-80.3148718
MLS Listing,,Condo/Co-op,7931 SW 104th St Unit E213,Miami,FL,33156,190000,1,1.0,VENETIAN PALMS CONDO,854,,1971,6,222,403,Contingent,,,https://www.redfin.com/FL/Miami/7931-SW-104th-St-33156/unit-E213/home/43329959,MARMLS,A11161624,N,Y,25.674772,-80.324025
PAST SALE,April-28-1997,Single Family Residential,9930 SW 142nd St,Miami,FL,33176,1100000,4,3.0,MAYLEN HEIGHTS,2637,18253,1983,7,417,,Pending,,,https://www.redfin.com/FL/Miami/9930-SW-142nd-St-33176/home/43166365,MARMLS,A11159250,N,Y,25.6374624,-80.3556422
MLS Listing,,Single Family Residential,11391 SW 74th Ter,Miami,FL,33173,675000,3,2.0,LOS ROBLES,1528,5455,1989,7,442,59,Active,,,https://www.redfin.com/FL/Miami/11391-SW-74th-Ter-33173/home/43094780,MARMLS,A11160943,N,Y,25.6983879,-80.377935
PAST SALE,September-26-2018,Condo/Co-op,11219 SW 88th St Unit C208,Miami,FL,33176,239000,2,2.0,PINE GROVE CONDO,986,,1969,7,242,332,Pending,,,https://www.redfin.com/FL/Miami/11219-N-Kendall-Dr-33176/unit-C208/home/43095185,MARMLS,A11161230,N,Y,25.6870033,-80.3755685
MLS Listing,,Condo/Co-op,10852 N Kendall Dr #314,Kendall,FL,33176,280000,2,2.0,KENDALL GATE CONDO,1242,,1974,7,225,427,Active,,,https://www.redfin.com/FL/Miami/10852-N-Kendall-Dr-33176/unit-314/home/43152767,MARMLS,A11161171,N,Y,25.6852687,-80.3696602
PAST SALE,May-17-2013,Townhouse,11439 SW 86th Ln #11439,Miami,FL,33173,475000,3,2.0,KINGS COURT WEST,1580,,1981,8,301,190,Pending,,,https://www.redfin.com/FL/Miami/11439-SW-86th-Ln-33173/unit-11439/home/104444837,MARMLS,A11151301,N,Y,25.688015,-80.3790999
MLS Listing,,Single Family Residential,14320 SW 98th Ct,Miami,FL,33176,849000,3,2.0,PINE MEADOWS SEC 3,1584,15000,1972,8,536,,Active,,,https://www.redfin.com/FL/Miami/14320-SW-98th-Ct-33176/home/43164069,MARMLS,A11160802,N,Y,25.6364999,-80.353554
MLS Listing,,Single Family Residential,,Miami,FL,33176,635000,3,2.0,,1318,15360,1958,8,482,,Contingent,,,https://www.redfin.com/FL/Miami/Undisclosed-address-33176/home/43161965,MARMLS,A11160825,N,Y,25.6444361,-80.3582741
PAST SALE,July-12-1991,Condo/Co-op,8065 SW 107th Ave #215,Miami,FL,33173,225000,2,2.0,THE HORIZONS CONDO #5,965,,1980,8,233,396,Pending,,,https://www.redfin.com/FL/Miami/8065-SW-107th-Ave-33173/unit-215/home/43089144,MARMLS,A11160670,N,Y,25.6930033,-80.364038
PAST SALE,,Condo/Co-op,10755 SW 108th Ave #103,Miami,FL,33176,249900,2,2.0,PALM COVE COND,1050,,1986,8,238,372,Pending,,,https://www.redfin.com/FL/Miami/10755-SW-108th-Ave-33176/unit-103/home/43318665,MARMLS,A11160637,N,Y,25.669168,-80.370098
MLS Listing,,Single Family Residential,9220 SW 105th St,Miami,FL,33176,2790000,5,4.5,COURTS OF GALLOWAY GLEN,4268,30928,1990,8,654,67,Active,,,https://www.redfin.com/FL/Miami/9220-SW-105th-St-33176/home/43157293,MARMLS,A11154006,N,Y,25.6716609,-80.3438953
MLS Listing,,Townhouse,6517 SW 116th Pl Unit D,Miami,FL,33173,409000,3,2.0,SNAPPER VILLAGE CONDO PHA,1340,,1976,9,305,,Active,,,https://www.redfin.com/FL/Miami/6517-SW-116th-Pl-33173/unit-D/home/43093454,MARMLS,A11157843,N,Y,25.706665,-80.3817281
MLS Listing,,Single Family Residential,10401 SW 139th St,Miami,FL,33176,1399000,4,3.0,MARY ANN ESTATES 1ST ADDN,3041,15000,1987,9,460,,Active,,,https://www.redfin.com/FL/Miami/10401-SW-139th-St-33176/home/43165395,MARMLS,A11158645,N,Y,25.640512,-80.3626243
MLS Listing,,Condo/Co-op,7265 SW 89th St Unit A712,Miami,FL,33156,525000,3,2.0,Downtown Dadeland Condo 1,1516,,2007,10,346,912,Active,,,https://www.redfin.com/FL/Miami/7265-SW-89th-St-33156/unit-A712/home/43408617,Beaches MLS,F10318261,N,Y,25.6881237,-80.3126929
PAST SALE,,Single Family Residential,13301 SW 99 Pl,Miami,FL,33176,625000,4,2.0,Caribbean Estates,1917,15873,1964,10,326,,Pending,,,https://www.redfin.com/FL/Miami/13301-SW-99th-Pl-33176/home/43159899,Beaches MLS,F10318204,N,Y,25.6457368,-80.3557945
MLS Listing,,Condo/Co-op,7285 SW 90th St Unit D408,Miami,FL,33156,495000,2,2.0,DOWNTOWN DADELAND CONDO N,1119,,2007,11,442,714,Active,,,https://www.redfin.com/FL/Miami/7285-SW-90th-St-33156/unit-D408/home/43408592,MARMLS,A11160029,N,Y,25.6870234,-80.3131859
MLS Listing,,Single Family Residential,10320 SW 103rd Ter,Miami,FL,,793000,4,2.0,KENDALE SOUTH SEC 2 PART,2030,9350,1968,11,391,,Contingent,,,https://www.redfin.com/FL/Miami/10320-SW-103rd-Ter-33176/home/43149798,MARMLS,A11157848,N,Y,25.6715729,-80.3615368
PAST SALE,January-1-1988,Townhouse,11652 SW 91st Ter,Miami,FL,33176,462500,3,2.0,TOWNHOMES OF LA JOLLA,1890,,1984,11,245,,Pending,,,https://www.redfin.com/FL/Miami/11652-SW-91st-Ter-33176/home/43143958,MARMLS,A11159879,N,Y,25.68347,-80.382559
PAST SALE,,Condo/Co-op,10180 SW 88th St #405,Miami,FL,33176,385000,3,3.0,TIFFANY OF KENDALL CONDO,1430,,1999,11,269,260,Pending,,,https://www.redfin.com/FL/Miami/10180-SW-88th-St-33176/unit-405/home/43244545,MARMLS,A11159533,N,Y,25.6860551,-80.3578065
PAST SALE,September-28-2021,Single Family Residential,10125 SW 77th Dr,Miami,FL,33173,665000,4,3.0,HEFTLER HOMES SUNSET PARK,1016,10925,1961,12,655,,Pending,,,https://www.redfin.com/FL/Miami/10125-SW-77th-Dr-33173/home/43093063,MARMLS,A11159386,N,Y,25.6962907,-80.3566645
PAST SALE,April-26-2005,Condo/Co-op,9394 SW 77th Ave Unit F8,Miami,FL,33156,200000,1,1.0,KINGSTON SQUARE CONDO,875,,1967,12,229,295,Pending,,,https://www.redfin.com/FL/Miami/9394-SW-77th-Ave-33156/unit-F8/home/43149889,MARMLS,A11153159,N,Y,25.6843453,-80.3198744
MLS Listing,,Townhouse,11295 SW 116th Ter #1,Miami,FL,33176,330000,2,2.0,HEFTLER TOWNHOUSES,1147,,1978,12,288,75,Contingent,,,https://www.redfin.com/FL/Miami/11295-SW-116th-Ter-33176/unit-1/home/178267471,MARMLS,A11154039,N,Y,25.6609819,-80.3785873
MLS Listing,,Condo/Co-op,9055 SW 73rd Ct #205,Miami,FL,33156,280000,1,1.0,METROPOLIS I AT DADELAND,918,,2006,13,305,704,Active,,,https://www.redfin.com/FL/Miami/9055-SW-73rd-Ct-33156/unit-205/home/43363720,MARMLS,A11152264,N,Y,25.6866095,-80.3142164
MLS Listing,,Condo/Co-op,7371 SW 90th St Unit TH106S,Miami,FL,33156,465000,2,2.5,TOSCANO CONDO,1572,,2007,13,296,1111,Contingent,,,https://www.redfin.com/FL/Miami/7371-SW-90th-St-33156/unit-TH106S/home/43373707,MARMLS,A11159058,N,Y,25.6879265,-80.3145399
MLS Listing,,Townhouse,10900 SW 104th St #105,Miami,FL,33176,230000,2,1.5,THE BERKELEY CONDO,1350,,1973,13,170,323,Active,,,https://www.redfin.com/FL/Miami/10900-SW-104th-St-33176/unit-105/home/43442427,MARMLS,A11158782,N,Y,25.6714877,-80.3716501
MLS Listing,,Condo/Co-op,10795 SW 108th Ave #105,Miami,FL,33176,255000,2,2.0,PALM COVE CONDO,1050,,1986,13,243,,Active,,,https://www.redfin.com/FL/Miami/10795-SW-108th-Ave-33176/unit-105/home/43326164,MARMLS,A11158298,N,Y,25.669168,-80.370098
MLS Listing,,Single Family Residential,7763 SW 99th St,Miami,FL,33156,1275000,4,2.5,DICE POINT,,4300,2022,13,,,Active,,,https://www.redfin.com/FL/Kendall/7763-SW-99th-St-33156/home/168190836,MARMLS,A11158799,N,Y,25.6791023,-80.3201262
PAST SALE,April-9-1990,Single Family Residential,8540 SW 124th St,Miami,FL,33156,552000,3,3.0,RANCHERO HOMESITES,1104,14000,1954,13,500,,Pending,,,https://www.redfin.com/FL/Miami/8540-SW-124th-St-33156/home/43157134,MARMLS,A11158256,N,Y,25.6548298,-80.3320816
MLS Listing,,Condo/Co-op,9611 SW 77th Ave Unit 208A,Miami,FL,33156,275000,2,2.0,WOODSIDE IN KENDALL CONDO,998,,1967,13,276,,Active,,,https://www.redfin.com/FL/Miami/9611-SW-77th-Ave-33156/unit-208A/home/43147353,MARMLS,A11158861,N,Y,25.6816452,-80.3181449
MLS Listing,,Townhouse,7886 SW 102nd Ln #7886,Miami,FL,33156,330000,2,1.5,DADELAND COVE SEC 2,970,,1996,13,340,425,Active,,,https://www.redfin.com/FL/Miami/7886-SW-102nd-Ln-33156/unit-7886/home/178261412,MARMLS,A11158674,N,Y,25.6748772,-80.3226533
MLS Listing,,Single Family Residential,11103 SW 124th Rd,Miami,FL,33176,824900,4,3.0,PINE SHORE SEC 1,1989,15000,1972,13,415,,Contingent,,,https://www.redfin.com/FL/Miami/11103-SW-124th-Rd-33176/home/43162549,MARMLS,A11157325,N,Y,25.654539,-80.3746295
MLS Listing,,Condo/Co-op,11455 SW 109th Rd Unit 3D,Miami,FL,33176,385000,3,2.0,GREENGLADES CONDO 1,1220,,1975,14,316,155,Active,,,https://www.redfin.com/FL/Miami/11455-SW-109th-Rd-33176/unit-3D/home/43152035,MARMLS,A11158266,N,Y,25.6691043,-80.3807728
PAST SALE,,Condo/Co-op,9143 SW 77th Ave Unit B404,Miami,FL,33156,150000,1,1.0,DADELAND PLACE CONDO,699,,1971,14,215,250,Pending,,,https://www.redfin.com/FL/Miami/9143-SW-77th-Ave-33156/unit-B404/home/43373940,MARMLS,A11158183,N,Y,25.6858598,-80.3178724
MLS Listing,,Condo/Co-op,9066 SW 73rd Ct #803,Miami,FL,33156,238000,1,1.0,METROPOLIS II AT DADELAND,657,,2006,14,362,350,Contingent,,,https://www.redfin.com/FL/Miami/9066-SW-73rd-Ct-33156/unit-803/home/43360091,MARMLS,A11157557,N,Y,25.686541,-80.3145938
PAST SALE,April-12-2021,Single Family Residential,8100 SW 96th St,Miami,FL,33156,2950000,7,6.0,KENDAL RANCHES,6060,15052,2020,14,487,,Pending,,,https://www.redfin.com/FL/Miami/8100-SW-96th-St-33156/home/43139371,MARMLS,A11154908,N,Y,25.680855,-80.3265766
MLS Listing,,Townhouse,11863 SW 98th Ter,Miami,FL,33186,410000,2,2.0,AMARETTO 1ST ADDN,1192,,1990,14,344,347,Active,,,https://www.redfin.com/FL/Miami/11863-SW-98th-Ter-33186/home/43179845,MARMLS,A11157698,N,Y,25.6766825,-80.3877093
PAST SALE,March-1-1984,Single Family Residential,8210 SW 99th St,Miami,FL,33156,949000,3,2.0,FOREST HILL ESTATES,1978,15000,1958,15,480,,Pending,,,https://www.redfin.com/FL/Miami/8210-SW-99th-St-33156/home/43146071,MARMLS,A11157298,N,Y,25.6780707,-80.3277298
MLS Listing,,Condo/Co-op,,Miami,FL,33176,265900,2,1.0,,,,1968,15,,,Active,,,https://www.redfin.com/FL/Miami/Undisclosed-address-33176/home/43321828,MARMLS,A11157466,N,Y,25.685664,-80.356992
PAST SALE,November-1-1990,Condo/Co-op,10500 SW 108th Ave Unit B104,Miami,FL,33176,235000,3,2.5,THE TERRACES CONDO PH II,1190,,1971,15,197,408,Pending,,,https://www.redfin.com/FL/Miami/10500-SW-108th-Ave-33176/unit-B104/home/43153774,MARMLS,A11157252,N,Y,25.6710664,-80.3701277
MLS Listing,,Condo/Co-op,10411 SW 108th Ave #253,Miami,FL,33176,185000,1,1.0,KENDALLWOOD VILLAS CONDO,650,,1971,16,285,181,Contingent,,,https://www.redfin.com/FL/Miami/10411-SW-108th-Ave-33176/unit-253/home/43159687,MARMLS,A11154168,N,Y,25.671578,-80.3688663
MLS Listing,,Single Family Residential,10645 SW 80th Ct,Miami,FL,33156,1299000,5,3.0,EHMANN HOMESITES,2246,21210,1961,16,578,,Active,,,https://www.redfin.com/FL/Miami/10645-SW-80th-Ct-33156/home/43147964,MARMLS,A11154274,N,Y,25.6710634,-80.325271
MLS Listing,,Single Family Residential,9785 SW 99th Ave,Miami,FL,33176,2125000,5,4.0,BAPTIST KENDALL,4009,33977,1980,17,530,,Active,,,https://www.redfin.com/FL/Miami/9785-SW-99th-Ave-33176/home/43154037,MARMLS,A11155697,N,Y,25.6787354,-80.3552942
PAST SALE,,Condo/Co-op,10762 SW N. Kendall Dr #112,Unincorporated Dade County,FL,33176,220000,2,2.0,SPANISH TRACE CONDO,920,,1968,18,239,316,Pending,,,https://www.redfin.com/FL/Miami/10762-N-Kendall-Dr-33176/unit-112/home/178236450,MARMLS,A11156092,N,Y,25.6852539,-80.3675678
PAST SALE,,Single Family Residential,11432 SW 104th Ave,Miami,FL,33176,785000,4,3.0,PineAcres,2937,14883,1968,18,267,,Pending,,,https://www.redfin.com/FL/Miami/11432-SW-104th-Ave-33176/home/178232086,MARMLS,A11156342,N,Y,25.6627166,-80.3636465
MLS Listing,,Condo/Co-op,10425 SW 112th Ave #317,Miami,FL,33176,215000,2,2.0,GARDENS OF KENDALL CONDO,929,,1978,18,231,430,Active,,,https://www.redfin.com/FL/Miami/10425-SW-112th-Ave-33176/unit-317/home/43158410,MARMLS,A11156373,N,Y,25.671311,-80.37508
MLS Listing,,Single Family Residential,11201 SW 108th Ct,Miami,FL,33176,1199000,5,3.0,KENDALL ESTATES,2192,15120,1958,18,547,,Active,,,https://www.redfin.com/FL/Miami/11201-SW-108th-Ct-33176/home/43151865,MARMLS,A11156372,N,Y,25.664604,-80.370367
PAST SALE,July-1-1983,Condo/Co-op,13000 SW 92nd Ave Unit B105,Miami,FL,33176,250000,2,2.0,BRIARWINDS CONDO PH II,1050,,1981,18,238,342,Pending,,,https://www.redfin.com/FL/Miami/13000-SW-92nd-Ave-33176/unit-B105/home/43155289,MARMLS,A11155784,N,Y,25.6483796,-80.3439171
MLS Listing,,Single Family Residential,10181 SW 99th Ave,Miami,FL,33176,850000,3,2.0,KENDALE SOUTH SEC 1,1484,11500,1968,18,573,,Contingent,,,https://www.redfin.com/FL/Miami/10181-SW-99th-Ave-33176/home/43143328,MARMLS,A11145735,N,Y,25.6749827,-80.3549679
MLS Listing,,Condo/Co-op,11249 SW 88th St Unit G101,Miami,FL,33176,269900,2,2.0,PINE GROVE CONDO,986,,1969,18,274,381,Active,,,https://www.redfin.com/FL/Miami/11249-N-Kendall-Dr-33176/unit-G101/home/43096540,MARMLS,A11150586,N,Y,25.68845,-80.374911
PAST SALE,March-1-1988,Single Family Residential,13140 SW 95th Ave,Miami,FL,33176,1250000,4,3.0,BRIAR BAY URBAN PARK SEC,2722,15007,1986,19,459,,Pending,,,https://www.redfin.com/FL/Miami/13140-SW-95th-Ave-33176/home/43156030,MARMLS,A11154677,N,Y,25.6474513,-80.3488553
PAST SALE,July-13-1994,Single Family Residential,10205 SW 106th St,Miami,FL,33176,610000,3,2.0,KENDALE SOUTH SEC 2 PART,1639,11505,1969,19,372,,Pending,,,https://www.redfin.com/FL/Miami/10205-SW-106th-St-33176/home/43153730,MARMLS,A11155995,N,Y,25.6704924,-80.3583611
