SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-1-1977,Single Family Residential,11005 SW 129th St,Miami,FL,33176,725000,4,3.0,Pine Shore Sec Two,2104,18750,1973,106,345,,Pending,,,https://www.redfin.com/FL/Miami/11005-SW-129th-St-33176/home/43159044,Beaches MLS,RX-10757465,N,Y,25.649163,-80.3733029
MLS Listing,,Condo/Co-op,9066 SW 73 Ct #1806,Miami,FL,33156,475000,2,2.0,Metropolis II,1350,,2006,106,352,319,Contingent,,,https://www.redfin.com/FL/Miami/9066-SW-73rd-Ct-33156/unit-1806/home/43365051,MARMLS,A11121226,N,Y,25.6865856,-80.3145953
MLS Listing,,Single Family Residential,8102 SW 103 St,Miami,FL,33156,970000,3,2.0,New Continental Sec 1,2185,17272,1971,108,444,,Contingent,,,https://www.redfin.com/FL/Miami/8102-SW-103rd-St-33156/home/43148703,Beaches MLS,RX-10757222,N,Y,25.6744758,-80.3259891
MLS Listing,,Single Family Residential,9400 SW 116th St,Miami,FL,33176,4298000,6,6.5,HAWLEY HEIGHTS,5179,36852,2006,109,830,,Active,,,https://www.redfin.com/FL/Miami/9400-SW-116th-St-33176/home/43154237,MARMLS,A11121151,N,Y,25.6617857,-80.346854
PAST SALE,,Townhouse,6606 SW 115 Ct Unit H,Miami,FL,33173,309900,3,2.5,SNAPPER VILLAGE PHASE II,1500,,1978,110,207,515,Pending,,,https://www.redfin.com/FL/Miami/6606-SW-115th-Ct-33173/unit-H/home/177075755,MARMLS,A11117707,N,Y,25.7061522,-80.3793919
MLS Listing,,Single Family Residential,9425 SW 95th Ct,Miami,FL,33176,1999000,4,3.0,NUTMEG ESTATES,2237,39160,1953,110,894,,Active,,,https://www.redfin.com/FL/Miami/9425-SW-95th-Ct-33176/home/43148203,MARMLS,A11120964,N,Y,25.6814056,-80.3496602
MLS Listing,,Townhouse,11527 SW 64th St Unit D-82,Miami,FL,33173,420000,3,2.0,SNAPPER VILLAGE PHASE 2 S,1340,,1977,117,313,523,Active,,,https://www.redfin.com/FL/Miami/11527-SW-64th-St-33173/unit-D-82/home/43094432,MARMLS,A11118074,N,Y,25.7081779,-80.3795659
MLS Listing,,Single Family Residential,10670 SW 87th Ave,Miami,FL,33176,1450000,4,3.0,,3129,19166,1976,117,463,,Active,,,https://www.redfin.com/FL/Miami/10670-SW-87th-Ave-33176/home/43159507,MARMLS,A11117693,N,Y,25.6710026,-80.3353669
MLS Listing,,Condo/Co-op,7917 SW 104th St Unit F103,Miami,FL,33156,295000,2,1.0,VENETIAN PALMS CONDO,1020,,1971,118,289,559,Active,,,https://www.redfin.com/FL/Miami/7917-SW-104th-St-33156/unit-F103/home/43327473,MARMLS,A11117352,N,Y,25.674772,-80.324025
PAST SALE,April-1-1986,Single Family Residential,11323 SW 74th Ter,Miami,FL,33173,669000,3,3.0,CHESTNUT RANCH PATIO HOME,2731,8897,1988,120,245,56,Pending,,,https://www.redfin.com/FL/Miami/11323-SW-74th-Ter-33173/home/43423190,MARMLS,A11114877,N,Y,25.698867,-80.376576
MLS Listing,,Condo/Co-op,6666 SW 115th Ct #405,Miami,FL,33173,299000,2,2.5,SEC 48 ATRIUMS AT SNAPPER,1350,,1981,123,221,540,Active,,,https://www.redfin.com/FL/Miami/6666-SW-115th-Ct-33173/unit-405/home/43095112,MARMLS,A11115533,N,Y,25.705809,-80.3797399
MLS Listing,,Condo/Co-op,11297 SW 88th St Unit 216M,Miami,FL,33176,197000,1,1.0,PINE GROVE CONDO,736,,1969,123,268,244,Active,,,https://www.redfin.com/FL/Miami/11297-N-Kendall-Dr-33176/unit-M216/home/43094531,MARMLS,A11115303,N,Y,25.6882899,-80.3751513
MLS Listing,,Single Family Residential,9530 SW 95th Ct,Miami,FL,33176,1189000,5,3.0,NUTMEG ESTATES,2771,30884,1954,123,429,,Contingent,,,https://www.redfin.com/FL/Miami/9530-SW-95th-Ct-33176/home/43147738,MARMLS,A11115138,N,Y,25.6805062,-80.3502475
PAST SALE,September-29-2017,Condo/Co-op,6221 SW 116th Pl Unit D,Miami,FL,33173,318900,3,2.5,SNAPPER VILLAGE PHASE I S,1340,,1975,123,238,515,Pending,,,https://www.redfin.com/FL/Miami/6221-SW-116th-Pl-33173/unit-D/home/43096003,MARMLS,A11115315,N,Y,25.7091287,-80.3814795
PAST SALE,November-23-2020,Single Family Residential,14200 SW 97th Ave,Miami,FL,33176,749000,4,2.0,PINE MEADOWS SEC 4,1884,15536,1970,126,398,,Pending,,,https://www.redfin.com/FL/Miami/14200-SW-97th-Ave-33176/home/43165221,MARMLS,A11113339,N,Y,25.6386515,-80.3504433
MLS Listing,,Single Family Residential,10500 SW 87th Ct,Miami,FL,33176,1995000,5,3.5,Galloway Glen,4396,41818,1982,127,454,,Active,,,https://www.redfin.com/FL/Miami/10500-SW-87th-Ct-33176/home/43150897,MARMLS,A11110087,N,Y,25.6718902,-80.3363243
MLS Listing,,Single Family Residential,11801 SW 95th Ave,Miami,FL,33176,3199000,5,5.0,Montgomery Estates,4315,32603,2021,127,741,250,Active,,,https://www.redfin.com/FL/Miami/11801-SW-95th-Ave-33176/home/96096708,MARMLS,A11097992,N,Y,25.659823,-80.348609
MLS Listing,,Multi-Family (2-4 Unit),147XX SW 117 Ave,Miami,FL,33176,249990,,,RICHMOND HEIGHTS ESTATES,,9850,,131,,,Active,,,https://www.redfin.com/FL/MIAMI/112-SW-117TH-AVE-33176/home/168191372,MARMLS,A11111975,N,Y,25.663319,-80.382118
PAST SALE,November-26-2008,Condo/Co-op,10802 SW 88th St Unit P2,Miami,FL,33176,245000,2,2.0,SPANISH TRACE CONDO,955,,1968,133,257,,Pending,,,https://www.redfin.com/FL/Miami/10802-SW-88th-St-33176/unit-P2/home/43154000,MARMLS,A11110432,N,Y,25.6861548,-80.3688011
PAST SALE,May-29-1998,Condo/Co-op,10641 SW 108th Ave Unit 1B,Miami,FL,33176,269900,3,2.0,THE PRADO CONDO,1228,,1975,134,220,360,Pending,,,https://www.redfin.com/FL/Miami/10641-SW-108th-Ave-33176/unit-1B/home/43152407,MARMLS,A11110060,N,Y,25.6700078,-80.3693817
MLS Listing,,Single Family Residential,11865 SW 112th Ave Cir,Miami,FL,33176,1198000,4,3.5,MONTGOMERY MANORS,2817,16624,1989,135,425,,Active,,,https://www.redfin.com/FL/Miami/11865-SW-112th-Ave-Cir-33176/home/43425205,MARMLS,A11109741,N,Y,25.657789,-80.3763475
PAST SALE,August-1-1988,Condo/Co-op,9490 SW 77th Ave Unit N1,Miami,FL,33156,180000,1,1.0,KINGSTON SQUARE CONDO,875,,1967,139,206,,Pending,,,https://www.redfin.com/FL/Miami/9490-SW-77th-Ave-33156/unit-N1/home/43145880,MARMLS,A11106748,N,Y,25.683947,-80.320317
PAST SALE,January-6-2022,Condo/Co-op,7355 SW 89th St Unit 524N,Miami,FL,33156,269000,1,1.0,TOSCANO CONDO,759,,2007,141,354,510,Pending,,,https://www.redfin.com/FL/Kendall/7355-SW-89th-St-33156/unit-524N/home/43381995,MARMLS,A11104862,N,Y,25.68794,-80.314616
PAST SALE,August-11-2014,Condo/Co-op,8650 SW 109th Ave Unit 3-118,Miami,FL,33173,235000,2,2.0,COURTYARDS AT KENDALL CON,945,,1969,144,249,321,Pending,,,https://www.redfin.com/FL/Miami/8650-SW-109th-Ave-33173/unit-3-118/home/43347609,MARMLS,A11105911,N,Y,25.6881801,-80.3706932
MLS Listing,,Condo/Co-op,8401 SW 107th Ave Unit 175E,Miami,FL,33173,220000,1,1.5,KENDALL ACRES WEST CONDO,1067,,1974,146,206,289,Contingent,,,https://www.redfin.com/FL/Miami/8401-SW-107th-Ave-33173/unit-175E/home/43095120,MARMLS,A11101581,N,Y,25.689746,-80.36384
MLS Listing,,Condo/Co-op,8500 SW 109th Ave Unit 6-210,Miami,FL,33173,179000,1,1.5,COURTYARDS AT KENDALL CON,801,,1969,147,223,272,Active,,,https://www.redfin.com/FL/Miami/8500-SW-109th-Ave-33173/unit-6-210/home/43350686,MARMLS,A11103638,N,Y,25.6896309,-80.3711716
PAST SALE,May-20-2010,Condo/Co-op,8500 SW 109th Ave Unit 6-202,Miami,FL,33173,255000,2,2.5,COURTYARDS AT KENDALL CON,1140,,1969,148,224,386,Pending,,,https://www.redfin.com/FL/Miami/8500-SW-109th-Ave-33173/unit-6-202/home/43358171,MARMLS,A11103672,N,Y,25.6896309,-80.3711716
PAST SALE,August-4-2003,Single Family Residential,8620 SW 85th Ave,Miami,FL,33143,550000,3,2.0,KENDALL POINT 1ST ADDN,1825,11025,1966,153,301,,Pending,,,https://www.redfin.com/FL/Miami/8620-SW-85th-Ave-33143/home/43092238,MARMLS,A11101957,N,Y,25.6894364,-80.3317117
PAST SALE,March-22-2021,Single Family Residential,11955 SW 95 Ave,Miami,FL,33176,2675000,5,4.5,Montgomery Estates,3956,37026,2020,153,676,250,Pending,,,https://www.redfin.com/FL/Miami/11955-SW-95th-Ave-33176/home/173252904,MARMLS,A11101848,N,Y,25.6582938,-80.348815
MLS Listing,,Condo/Co-op,10770 N Kendall Dr Unit H4,Miami,FL,33176,229000,2,2.0,SPANISH TRACE CONDO PH 2,920,,1968,157,249,300,Active,,,https://www.redfin.com/FL/Miami/10770-N-Kendall-Dr-33176/unit-H4/home/43151110,MARMLS,A11099251,N,Y,25.6852539,-80.3675678
MLS Listing,,Condo/Co-op,9055 SW 73rd Ct #303,Pinecrest,FL,33156,265000,1,1.0,METROPOLIS I AT DADELAND,890,,2006,160,298,486,Contingent,,,https://www.redfin.com/FL/Miami/9055-SW-73rd-Ct-33156/unit-303/home/43365214,MARMLS,A11097680,N,Y,25.6866095,-80.3142164
MLS Listing,,Single Family Residential,9815 SW 114th St,Miami,FL,33176,2500000,6,6.0,KILLIAN DRIVE ESTATES,6045,40424,2006,161,414,,Active,,,https://www.redfin.com/FL/Miami/9815-SW-114th-St-33176/home/43155615,MARMLS,A11085736,N,Y,25.6639586,-80.35338
MLS Listing,,Single Family Residential,10100 SW 92nd Ave,Miami,FL,33176,4000000,5,4.5,GALLOWAY GLEN,4451,40075,1997,165,899,142,Active,,,https://www.redfin.com/FL/Miami/10100-SW-92nd-Ave-33176/home/43153011,MARMLS,A11096547,N,Y,25.6762273,-80.3437213
MLS Listing,,Condo/Co-op,13100 SW 92nd Ave Unit A-312,Miami,FL,33176,298880,2,2.0,VILLAGE AT THE FALLS COND,1253,,1974,173,239,484,Active,,,https://www.redfin.com/FL/Miami/13100-SW-92nd-Ave-33176/unit-A-312/home/43355241,MARMLS,A11090237,N,Y,25.647563,-80.34477
MLS Listing,,Townhouse,8214 SW 103rd Ave #8214,Miami,FL,33173,330000,2,2.5,SUNSET PARK TOWN HOUSES,1205,,1969,173,274,145,Contingent,,,https://www.redfin.com/FL/Miami/8214-SW-103rd-Ave-33173/unit-8214/home/176299881,MARMLS,A11093481,N,Y,25.6923083,-80.3606341
PAST SALE,,Townhouse,7375 SW 90th St Unit TH107,Miami,FL,33156,380000,1,1.5,TOSCANO CONDO,1308,,2007,175,291,880,Pending,,,https://www.redfin.com/FL/Miami/7375-SW-90th-St-33156/unit-TH107/home/45427732,MARMLS,A11091910,N,Y,25.6879265,-80.3145399
PAST SALE,October-4-2019,Condo/Co-op,9143 SW 77th Ave Unit B207,Miami,FL,33156,179900,1,1.0,DADELAND PLACE CONDO,699,,1971,179,257,27,Pending,,,https://www.redfin.com/FL/Miami/9143-SW-77th-Ave-33156/unit-B207/home/43365044,MARMLS,A11089443,N,Y,25.6858598,-80.3178724
MLS Listing,,Condo/Co-op,7355 SW 89th St Unit 423N,Miami,FL,33156,350000,2,2.0,TOSCANO CONDO,1183,,2007,183,296,796,Contingent,,,https://www.redfin.com/FL/Kendall/7355-SW-89th-St-33156/unit-423N/home/43377105,MARMLS,A11088310,N,Y,25.68794,-80.314616
PAST SALE,September-6-2013,Condo/Co-op,9974 N Kendall Dr #1001,Miami,FL,33176,239000,2,2.0,PUERTA DEL SOL CONDO,1050,,1968,183,228,384,Pending,,,https://www.redfin.com/FL/Miami/9974-N-Kendall-Dr-33176/unit-1001/home/43314352,MARMLS,A11088646,N,Y,25.6847317,-80.3569118
PAST SALE,,Condo/Co-op,7290 SW 90th St #308,Miami,FL,33156,239000,1,1.0,DOWNTOWN DADELAND CONDO N,691,,2008,188,346,309,Pending,,,https://www.redfin.com/FL/Miami/7290-SW-90th-St-33156/unit-308/home/43412049,MARMLS,A11086497,N,Y,25.6872324,-80.3159282
PAST SALE,,Condo/Co-op,9066 SW 73rd Ct #1907,Miami,FL,33156,399999,2,2.0,METROPOLIS II AT DADELAND,1150,,2006,189,348,549,Pending,,,https://www.redfin.com/FL/Miami/9066-SW-73rd-Ct-33156/unit-1907/home/43372044,MARMLS,A11086169,N,Y,25.686541,-80.3145938
PAST SALE,,Condo/Co-op,9066 SW 73rd Ct #1909,Pinecrest,FL,33156,380000,2,2.0,METROPOLIS II AT DADELAND,1467,,2006,190,259,1300,Pending,,,https://www.redfin.com/FL/Miami/9066-SW-73rd-Ct-33156/unit-1909/home/43364514,MARMLS,A11080003,N,Y,25.686541,-80.3145938
PAST SALE,May-21-2003,Townhouse,11455 SW 109th Rd Unit 3C,Miami,FL,33176,320000,2,1.5,GREENGLADES CONDO 1,1100,,1975,198,291,340,Pending,,,https://www.redfin.com/FL/Miami/11455-SW-109th-Rd-33176/unit-3C/home/43154065,MARMLS,A11081909,N,Y,25.6691043,-80.3807728
PAST SALE,,Condo/Co-op,8601 SW 94th St Unit 214W,Miami,FL,33156,265000,3,2.0,GALLOWOOD CONDO,1054,,1968,206,251,574,Pending,,,https://www.redfin.com/FL/Miami/8601-SW-94th-St-33156/unit-214W/home/43371900,MARMLS,A11078253,N,Y,25.6830416,-80.3346707
MLS Listing,,Condo/Co-op,10801 SW 109th Ct Unit D3,Miami,FL,33176,25000,0,,THE TERRACES CONDO PH II,2744280,,1971,206,0,50,Active,,,https://www.redfin.com/FL/Miami/10801-SW-109th-Ct-33176/unit-D3/home/43146900,MARMLS,A11076674,N,Y,25.6699996,-80.3713021
MLS Listing,,Condo/Co-op,9974 N Kendall Dr #1015,Miami,FL,33176,255000,2,1.0,PUERTA DEL SOL CONDO,930,,1968,207,274,345,Active,,,https://www.redfin.com/FL/Miami/9974-N-Kendall-Dr-33176/unit-1015/home/43321398,MARMLS,A11070334,N,Y,25.6847317,-80.3569118
MLS Listing,,Condo/Co-op,9055 SW 73rd Ct #1706,Pinecrest,FL,33156,409900,3,2.0,METROPOLIS I AT DADELAND,1350,,2006,208,304,700,Contingent,,,https://www.redfin.com/FL/Miami/9055-SW-73rd-Ct-33156/unit-1706/home/43366145,MARMLS,A11074742,N,Y,25.6866095,-80.3142164
MLS Listing,,Vacant Land,0 SW 94th Ct,Miami,FL,33176,650000,,,Miami,,18786,,216,,,Active,,,https://www.redfin.com/FL/Miami/0-SW-94th-CT-33176/home/175772457,MARMLS,A11074174,N,Y,25.6624457,-80.3547286
PAST SALE,,Condo/Co-op,7275 SW 90 Way Unit G303,Miami,FL,33156,272000,1,2.0,Downtown Dadeland,1091,,2008,228,249,683,Pending,,,https://www.redfin.com/FL/Miami/7275-SW-90th-Way-33156/unit-G303/home/175625554,Beaches MLS,F10292389,N,Y,25.686061,-80.3129895
MLS Listing,,Single Family Residential,9355 SW 94,Miami,FL,33176,2399000,5,4.0,TALL TIMBERS ESTATES,,21198,2022,239,,,Active,,,https://www.redfin.com/FL/Miami/9355-SW-94th-St-33176/home/175571312,MARMLS,A11063181,N,Y,25.6823024,-80.3473525
PAST SALE,January-15-1992,Condo/Co-op,8035 SW 107th Ave #224,Miami,FL,33173,180000,2,2.0,THE HORIZONS CONDO #1,965,,1980,249,187,,Pending,,,https://www.redfin.com/FL/Miami/8035-SW-107th-Ave-33173/unit-224/home/43099488,MARMLS,A11058508,N,Y,25.6929902,-80.3616763
PAST SALE,December-1-1981,Townhouse,7030 SW 112th Ct,Miami,FL,33173,350000,2,1.5,SNAPPER CREEK TOWNHOUSES,1573,,1977,257,223,146,Pending,,,https://www.redfin.com/FL/Miami/7030-SW-112th-Ct-33173/home/43088697,MARMLS,A11055440,N,Y,25.702246,-80.374673
PAST SALE,October-19-2006,Single Family Residential,7805 SW 119th Rd,Miami,FL,33183,350000,3,2.0,HIDDEN GARDENS,1796,18476,1987,258,195,,Pending,,,https://www.redfin.com/FL/Miami/7805-SW-119th-Rd-33183/home/43149665,MARMLS,A11054748,N,Y,25.6958532,-80.3852848
PAST SALE,November-22-2017,Single Family Residential,11025 SW 88th Ct,Miami,FL,33176,3499999,6,5.5,MATAGAR ACRES,6522,34529,2017,263,537,,Pending,,,https://www.redfin.com/FL/Miami/11025-SW-88th-Ct-33176/home/110061230,MARMLS,A11052263,N,Y,25.6676229,-80.337902
MLS Listing,,Single Family Residential,9840 SW 104th St,Miami,FL,33176,800000,,,0,,69260,,295,,,Contingent,,,https://www.redfin.com/FL/Miami/9840-SW-104th-St-33176/home/45432815,MARMLS,A11036384,N,Y,25.67184,-80.354521
PAST SALE,March-16-2021,Single Family Residential,9345 SW 128th St,Miami,FL,33176,1579000,5,5.0,The Cove at Briar Bay,3508,16278,2021,301,450,250,Pending,,,https://www.redfin.com/FL/Miami/9345-SW-128th-St-33176/home/43157296,MARMLS,A11033726,N,Y,25.6513536,-80.3452224
PAST SALE,October-5-2007,Condo/Co-op,8601 SW 94th St Unit 125W,Miami,FL,33156,233000,3,2.0,GALLOWOOD CONDO,1054,,1968,311,221,408,Pending,,,https://www.redfin.com/FL/Miami/8601-SW-94th-St-33156/unit-125W/home/43377442,MARMLS,A11029310,N,Y,25.6830416,-80.3346707
MLS Listing,,Condo/Co-op,8415 SW 107th Ave Unit 261W,Miami,FL,33173,245000,2,2.0,KENDALL ACRES WEST CONDO,985,,1981,351,249,,Active,,,https://www.redfin.com/FL/Miami/8415-SW-107th-Ave-33173/unit-261W/home/43096232,MARMLS,A10999669,N,Y,25.6897415,-80.3637924
PAST SALE,May-12-2021,Condo/Co-op,7755 SW 86th St Unit C-302,Miami,FL,33143,245000,2,2.0,31,1200,,1969,364,204,465,Pending,,,https://www.redfin.com/FL/Miami/7755-SW-86th-St-33143/unit-C-302/home/43092211,MARMLS,A11003591,N,Y,25.6916032,-80.3194591
PAST SALE,May-17-2021,Single Family Residential,11360 SW 74 St,Miami,FL,33173,439900,4,2.5,SUNSET MANSIONS,2099,3773,1988,367,210,53,Pending,,,https://www.redfin.com/FL/Miami/11360-SW-74th-St-33173/home/43093298,MARMLS,A11002224,N,Y,25.6989049,-80.3760648
MLS Listing,,Condo/Co-op,7350 SW 89th St Unit 306S,Miami,FL,33156,488000,3,2.0,TOSCANO CONDO,1393,,2007,374,350,905,Active,,,https://www.redfin.com/FL/Miami/7350-SW-89th-St-33156/unit-306S/home/43381463,MARMLS,A10998626,N,Y,25.687519,-80.314608
PAST SALE,,Condo/Co-op,7275 SW 90 Way Unit G207,Miami,FL,33156,279000,1,2.0,Downtown Dadeland,1120,,2008,397,249,699,Pending,,,https://www.redfin.com/FL/Miami/7275-SW-90th-Way-33156/unit-G207/home/174246273,Beaches MLS,F10267744,N,Y,25.686061,-80.3129895
PAST SALE,August-18-2005,Single Family Residential,9271 SW 150th St,Miami,FL,33176,400000,4,2.0,Slachter,1909,16048,1974,419,210,,Pending,,,https://www.redfin.com/FL/Miami/9271-SW-150th-St-33176/home/43165108,Beaches MLS,F10264457,N,Y,25.6309354,-80.3431774
PAST SALE,June-1-2021,Condo/Co-op,10852 SW 88th St #415,Miami,FL,33176,220000,2,2.0,KENDALL GATE CONDO,1242,,1974,434,177,375,Pending,,,https://www.redfin.com/FL/Miami/10852-N-Kendall-Dr-33176/unit-415/home/43152782,MARMLS,A10972035,N,Y,25.6852687,-80.3696602
MLS Listing,,Vacant Land,131xx SW 103 Ave,Miami,FL,33176,699900,,,falls area,,16054,,546,,,Active,,,https://www.redfin.com/FL/Miami/131xx-SW-103rd-Ave-33176/home/173841527,MARMLS,A10916608,N,Y,25.6703666,-80.3613437
PAST SALE,,Condo/Co-op,7275 SW 90 Way Unit G210,Miami,FL,33156,289000,2,2.0,Downtown Dadeland,1094,,2008,574,264,699,Pending,,,https://www.redfin.com/FL/Miami/7275-SW-90th-Way-33156/unit-G210/home/144817733,Beaches MLS,F10241306,N,Y,25.6860504,-80.3130089
MLS Listing,,Condo/Co-op,10975 SW 107th St #106,Miami,FL,33176,399000,2,2.0,THE GARDENS OF KENDALL CO,936,,1979,591,426,299,Active,,,https://www.redfin.com/FL/Miami/10975-SW-107th-St-33176/unit-106/home/43147057,MARMLS,A10891066,N,Y,25.6702237,-80.3733029
PAST SALE,March-10-2016,Condo/Co-op,7280 SW 90th St #301,Miami,FL,33156,291000,2,2.0,DOWNTOWN DADELAND CONDO N,1000,,2008,649,291,665,Pending,,,https://www.redfin.com/FL/Miami/7280-SW-90th-St-33156/unit-301/home/42680045,MARMLS,A10856729,N,Y,25.6867585,-80.3125676
For-Sale-by-Owner Listing,,Condo/Co-op,9225 SW 87th Ave Apt A12,Miami,FL,33176,239000,2,2.0,Miami,1010,,1972,273,237,,Active,,,https://www.redfin.com/FL/Miami/9225-SW-87th-Ave-33176/unit-A12/home/43141644,Fizber.com,11438974,N,Y,25.6841453,-80.3352289
